YEAR  MO  DA  HR    LAT     LON Rn2200010
2018   5  28  12 -24.30  -48.55  0.71E-04
2018   5  28  12 -24.45  -48.50  0.82E-04
2018   5  28  12 -24.40  -48.50  0.41E-04
2018   5  28  12 -24.35  -48.50  0.65E-04
2018   5  28  12 -24.30  -48.50  0.43E-04
2018   5  28  12 -24.15  -48.40  0.36E-04
2018   5  28  12 -24.30  -48.35  0.66E-04
2018   5  28  12 -24.15  -48.35  0.11E-03
2018   5  28  12 -24.30  -48.30  0.25E-04
2018   5  28  12 -24.20  -48.30  0.13E-03
2018   5  28  12 -24.20  -48.25  0.65E-04
2018   5  28  12 -24.20  -48.20  0.50E-04
2018   5  28  12 -24.15  -48.20  0.25E-04
2018   5  28  12 -23.95  -48.20  0.36E-04
2018   5  28  12 -24.15  -48.15  0.36E-04
2018   5  28  12 -24.10  -48.15  0.41E-04
2018   5  28  12 -24.05  -48.10  0.35E-04
2018   5  28  12 -24.00  -48.10  0.36E-04
2018   5  28  12 -24.15  -48.05  0.10E-03
2018   5  28  12 -23.95  -48.05  0.65E-04
2018   5  28  12 -24.15  -48.00  0.50E-04
2018   5  28  12 -24.10  -48.00  0.43E-04
2018   5  28  12 -24.05  -48.00  0.43E-04
2018   5  28  12 -24.00  -48.00  0.65E-04
2018   5  28  12 -23.95  -48.00  0.46E-04
2018   5  28  12 -24.15  -47.95  0.40E-04
2018   5  28  12 -24.10  -47.95  0.87E-04
2018   5  28  12 -24.05  -47.95  0.92E-04
2018   5  28  12 -24.00  -47.95  0.63E-04
2018   5  28  12 -23.90  -47.95  0.82E-04
2018   5  28  12 -24.20  -47.90  0.24E-04
2018   5  28  12 -24.15  -47.90  0.40E-04
2018   5  28  12 -24.05  -47.90  0.40E-04
2018   5  28  12 -23.95  -47.90  0.66E-04
2018   5  28  12 -23.85  -47.90  0.36E-04
2018   5  28  12 -24.20  -47.85  0.64E-04
2018   5  28  12 -24.10  -47.85  0.48E-04
2018   5  28  12 -23.90  -47.85  0.65E-04
2018   5  28  12 -23.85  -47.85  0.36E-04
2018   5  28  12 -24.20  -47.80  0.24E-04
2018   5  28  12 -24.00  -47.80  0.99E-04
2018   5  28  12 -23.95  -47.80  0.14E-03
2018   5  28  12 -23.90  -47.80  0.46E-04
2018   5  28  12 -23.85  -47.80  0.16E-03
2018   5  28  12 -23.80  -47.80  0.43E-04
2018   5  28  12 -23.75  -47.80  0.57E-04
2018   5  28  12 -24.00  -47.75  0.12E-03
2018   5  28  12 -23.95  -47.75  0.66E-04
2018   5  28  12 -23.90  -47.75  0.16E-03
2018   5  28  12 -23.85  -47.75  0.15E-03
2018   5  28  12 -23.75  -47.75  0.71E-04
2018   5  28  12 -23.70  -47.75  0.93E-04
2018   5  28  12 -24.00  -47.70  0.74E-04
2018   5  28  12 -23.95  -47.70  0.12E-03
2018   5  28  12 -23.90  -47.70  0.13E-03
2018   5  28  12 -23.85  -47.70  0.20E-03
2018   5  28  12 -23.80  -47.70  0.21E-04
2018   5  28  12 -23.75  -47.70  0.24E-03
2018   5  28  12 -23.70  -47.70  0.43E-04
2018   5  28  12 -24.00  -47.65  0.75E-04
2018   5  28  12 -23.95  -47.65  0.15E-03
2018   5  28  12 -23.90  -47.65  0.25E-04
2018   5  28  12 -23.85  -47.65  0.50E-04
2018   5  28  12 -23.80  -47.65  0.11E-03
2018   5  28  12 -23.75  -47.65  0.15E-03
2018   5  28  12 -23.70  -47.65  0.86E-04
2018   5  28  12 -23.65  -47.65  0.21E-04
2018   5  28  12 -24.05  -47.60  0.49E-04
2018   5  28  12 -24.00  -47.60  0.65E-04
2018   5  28  12 -23.95  -47.60  0.11E-03
2018   5  28  12 -23.90  -47.60  0.50E-04
2018   5  28  12 -23.85  -47.60  0.15E-03
2018   5  28  12 -23.80  -47.60  0.13E-03
2018   5  28  12 -23.75  -47.60  0.37E-03
2018   5  28  12 -23.70  -47.60  0.87E-04
2018   5  28  12 -23.65  -47.60  0.18E-03
2018   5  28  12 -24.10  -47.55  0.24E-04
2018   5  28  12 -24.00  -47.55  0.40E-04
2018   5  28  12 -23.95  -47.55  0.10E-03
2018   5  28  12 -23.90  -47.55  0.14E-03
2018   5  28  12 -23.85  -47.55  0.26E-03
2018   5  28  12 -23.80  -47.55  0.30E-03
2018   5  28  12 -23.75  -47.55  0.61E-03
2018   5  28  12 -23.70  -47.55  0.13E-03
2018   5  28  12 -23.65  -47.55  0.84E-04
2018   5  28  12 -24.05  -47.50  0.49E-04
2018   5  28  12 -24.00  -47.50  0.26E-04
2018   5  28  12 -23.95  -47.50  0.14E-03
2018   5  28  12 -23.90  -47.50  0.11E-03
2018   5  28  12 -23.85  -47.50  0.23E-03
2018   5  28  12 -23.80  -47.50  0.41E-03
2018   5  28  12 -23.75  -47.50  0.67E-03
2018   5  28  12 -23.70  -47.50  0.10E-03
2018   5  28  12 -23.65  -47.50  0.12E-03
2018   5  28  12 -24.00  -47.45  0.40E-04
2018   5  28  12 -23.95  -47.45  0.25E-03
2018   5  28  12 -23.90  -47.45  0.15E-03
2018   5  28  12 -23.85  -47.45  0.35E-03
2018   5  28  12 -23.80  -47.45  0.20E-03
2018   5  28  12 -23.75  -47.45  0.23E-03
2018   5  28  12 -23.70  -47.45  0.29E-03
2018   5  28  12 -23.65  -47.45  0.98E-04
2018   5  28  12 -24.00  -47.40  0.49E-04
2018   5  28  12 -23.95  -47.40  0.15E-03
2018   5  28  12 -23.90  -47.40  0.16E-03
2018   5  28  12 -23.85  -47.40  0.31E-03
2018   5  28  12 -23.80  -47.40  0.37E-03
2018   5  28  12 -23.75  -47.40  0.70E-03
2018   5  28  12 -23.70  -47.40  0.29E-03
2018   5  28  12 -23.65  -47.40  0.12E-03
2018   5  28  12 -24.00  -47.35  0.24E-04
2018   5  28  12 -23.95  -47.35  0.89E-04
2018   5  28  12 -23.90  -47.35  0.72E-04
2018   5  28  12 -23.85  -47.35  0.36E-03
2018   5  28  12 -23.80  -47.35  0.39E-03
2018   5  28  12 -23.75  -47.35  0.50E-03
2018   5  28  12 -23.70  -47.35  0.17E-03
2018   5  28  12 -24.00  -47.30  0.65E-04
2018   5  28  12 -23.95  -47.30  0.23E-03
2018   5  28  12 -23.90  -47.30  0.14E-03
