YEAR  MO  DA  HR    LAT     LON Rn2200010
2020   2  18  12  -4.05  -41.30  0.41E-12
2020   2  18  12  -4.05  -41.25  0.14E-11
2020   2  18  12  -4.00  -41.25  0.82E-12
2020   2  18  12  -4.05  -41.20  0.57E-11
2020   2  18  12  -4.00  -41.20  0.82E-12
2020   2  18  12  -4.10  -41.15  0.47E-12
2020   2  18  12  -4.05  -41.15  0.48E-11
2020   2  18  12  -4.00  -41.15  0.83E-12
2020   2  18  12  -4.10  -41.10  0.48E-11
2020   2  18  12  -4.05  -41.10  0.60E-11
2020   2  18  12  -4.10  -41.05  0.10E-10
2020   2  18  12  -4.05  -41.05  0.74E-11
2020   2  18  12  -4.15  -41.00  0.23E-11
2020   2  18  12  -4.10  -41.00  0.11E-10
2020   2  18  12  -4.05  -41.00  0.37E-11
2020   2  18  12  -4.15  -40.95  0.56E-11
2020   2  18  12  -4.10  -40.95  0.11E-10
2020   2  18  12  -4.05  -40.95  0.14E-11
2020   2  18  12  -4.15  -40.90  0.68E-11
2020   2  18  12  -4.10  -40.90  0.88E-11
2020   2  18  12  -4.05  -40.90  0.14E-11
2020   2  18  12  -4.15  -40.85  0.12E-10
2020   2  18  12  -4.10  -40.85  0.56E-11
2020   2  18  12  -4.05  -40.85  0.33E-11
2020   2  18  12  -4.20  -40.80  0.19E-11
2020   2  18  12  -4.15  -40.80  0.12E-10
2020   2  18  12  -4.10  -40.80  0.57E-11
2020   2  18  12  -4.05  -40.80  0.19E-11
2020   2  18  12  -4.20  -40.75  0.76E-11
2020   2  18  12  -4.15  -40.75  0.71E-11
2020   2  18  12  -4.10  -40.75  0.24E-11
2020   2  18  12  -4.05  -40.75  0.19E-11
2020   2  18  12  -4.20  -40.70  0.99E-11
2020   2  18  12  -4.15  -40.70  0.71E-11
2020   2  18  12  -4.10  -40.70  0.34E-11
2020   2  18  12  -4.05  -40.70  0.14E-11
2020   2  18  12  -4.20  -40.65  0.94E-11
2020   2  18  12  -4.15  -40.65  0.80E-11
2020   2  18  12  -4.10  -40.65  0.39E-11
2020   2  18  12  -4.05  -40.65  0.99E-12
2020   2  18  12  -4.25  -40.60  0.49E-12
2020   2  18  12  -4.20  -40.60  0.19E-10
2020   2  18  12  -4.15  -40.60  0.82E-11
2020   2  18  12  -4.10  -40.60  0.30E-11
2020   2  18  12  -4.25  -40.55  0.44E-11
2020   2  18  12  -4.20  -40.55  0.24E-10
2020   2  18  12  -4.15  -40.55  0.49E-11
2020   2  18  12  -4.10  -40.55  0.40E-11
2020   2  18  12  -4.05  -40.55  0.50E-12
2020   2  18  12  -4.25  -40.50  0.13E-10
2020   2  18  12  -4.20  -40.50  0.17E-10
2020   2  18  12  -4.15  -40.50  0.54E-11
2020   2  18  12  -4.10  -40.50  0.30E-11
2020   2  18  12  -4.05  -40.50  0.50E-12
2020   2  18  12  -4.25  -40.45  0.23E-10
2020   2  18  12  -4.20  -40.45  0.12E-10
2020   2  18  12  -4.15  -40.45  0.35E-11
2020   2  18  12  -4.10  -40.45  0.25E-11
2020   2  18  12  -4.25  -40.40  0.32E-10
2020   2  18  12  -4.20  -40.40  0.16E-10
2020   2  18  12  -4.15  -40.40  0.45E-11
2020   2  18  12  -4.10  -40.40  0.20E-11
2020   2  18  12  -4.25  -40.35  0.37E-10
2020   2  18  12  -4.20  -40.35  0.97E-11
2020   2  18  12  -4.15  -40.35  0.40E-11
2020   2  18  12  -4.10  -40.35  0.20E-11
2020   2  18  12  -4.30  -40.30  0.49E-12
2020   2  18  12  -4.25  -40.30  0.46E-10
2020   2  18  12  -4.20  -40.30  0.13E-10
2020   2  18  12  -4.15  -40.30  0.55E-11
2020   2  18  12  -4.10  -40.30  0.50E-12
2020   2  18  12  -4.30  -40.25  0.10E-10
2020   2  18  12  -4.25  -40.25  0.60E-10
2020   2  18  12  -4.20  -40.25  0.12E-10
2020   2  18  12  -4.15  -40.25  0.55E-11
2020   2  18  12  -4.30  -40.20  0.23E-10
2020   2  18  12  -4.25  -40.20  0.50E-10
2020   2  18  12  -4.20  -40.20  0.10E-10
2020   2  18  12  -4.15  -40.20  0.51E-12
2020   2  18  12  -4.30  -40.15  0.42E-10
2020   2  18  12  -4.25  -40.15  0.50E-10
2020   2  18  12  -4.20  -40.15  0.14E-10
2020   2  18  12  -4.15  -40.15  0.10E-11
2020   2  18  12  -4.30  -40.10  0.70E-10
2020   2  18  12  -4.25  -40.10  0.57E-10
2020   2  18  12  -4.20  -40.10  0.82E-11
2020   2  18  12  -4.30  -40.05  0.76E-10
2020   2  18  12  -4.25  -40.05  0.66E-10
2020   2  18  12  -4.20  -40.05  0.56E-11
2020   2  18  12  -4.30  -40.00  0.13E-09
2020   2  18  12  -4.25  -40.00  0.55E-10
