YEAR  MO  DA  HR    LAT     LON Rn2200010
2020   2  24  12  -4.65  -41.60  0.14E-11
2020   2  24  12  -4.60  -41.60  0.10E-11
2020   2  24  12  -4.65  -41.55  0.14E-11
2020   2  24  12  -4.60  -41.55  0.24E-11
2020   2  24  12  -4.65  -41.50  0.39E-11
2020   2  24  12  -4.60  -41.50  0.39E-11
2020   2  24  12  -4.65  -41.45  0.75E-11
2020   2  24  12  -4.60  -41.45  0.92E-11
2020   2  24  12  -4.65  -41.40  0.46E-11
2020   2  24  12  -4.60  -41.40  0.70E-11
2020   2  24  12  -4.65  -41.35  0.53E-11
2020   2  24  12  -4.60  -41.35  0.15E-10
2020   2  24  12  -4.55  -41.35  0.39E-12
2020   2  24  12  -4.65  -41.30  0.15E-11
2020   2  24  12  -4.60  -41.30  0.18E-10
2020   2  24  12  -4.65  -41.25  0.53E-11
2020   2  24  12  -4.60  -41.25  0.21E-10
2020   2  24  12  -4.55  -41.25  0.23E-11
2020   2  24  12  -4.65  -41.20  0.44E-11
2020   2  24  12  -4.60  -41.20  0.29E-10
2020   2  24  12  -4.55  -41.20  0.31E-11
2020   2  24  12  -4.65  -41.15  0.16E-11
2020   2  24  12  -4.60  -41.15  0.27E-10
2020   2  24  12  -4.55  -41.15  0.71E-11
2020   2  24  12  -4.65  -41.10  0.40E-12
2020   2  24  12  -4.60  -41.10  0.22E-10
2020   2  24  12  -4.55  -41.10  0.83E-11
2020   2  24  12  -4.50  -41.10  0.40E-12
2020   2  24  12  -4.60  -41.05  0.24E-10
2020   2  24  12  -4.55  -41.05  0.10E-10
2020   2  24  12  -4.50  -41.05  0.12E-11
2020   2  24  12  -4.60  -41.00  0.18E-10
2020   2  24  12  -4.55  -41.00  0.13E-10
2020   2  24  12  -4.50  -41.00  0.33E-11
2020   2  24  12  -4.60  -40.95  0.15E-10
2020   2  24  12  -4.55  -40.95  0.14E-10
2020   2  24  12  -4.50  -40.95  0.69E-11
2020   2  24  12  -4.60  -40.90  0.12E-10
2020   2  24  12  -4.55  -40.90  0.12E-10
2020   2  24  12  -4.50  -40.90  0.86E-11
2020   2  24  12  -4.60  -40.85  0.18E-10
2020   2  24  12  -4.55  -40.85  0.13E-10
2020   2  24  12  -4.50  -40.85  0.98E-11
2020   2  24  12  -4.45  -40.85  0.41E-12
2020   2  24  12  -4.60  -40.80  0.87E-11
2020   2  24  12  -4.55  -40.80  0.23E-10
2020   2  24  12  -4.50  -40.80  0.90E-11
2020   2  24  12  -4.45  -40.80  0.21E-11
2020   2  24  12  -4.60  -40.75  0.14E-11
2020   2  24  12  -4.55  -40.75  0.30E-10
2020   2  24  12  -4.50  -40.75  0.12E-10
2020   2  24  12  -4.45  -40.75  0.37E-11
2020   2  24  12  -4.55  -40.70  0.22E-10
2020   2  24  12  -4.50  -40.70  0.13E-10
2020   2  24  12  -4.45  -40.70  0.74E-11
2020   2  24  12  -4.55  -40.65  0.24E-10
2020   2  24  12  -4.50  -40.65  0.15E-10
2020   2  24  12  -4.45  -40.65  0.83E-11
2020   2  24  12  -4.40  -40.65  0.83E-12
2020   2  24  12  -4.55  -40.60  0.20E-10
2020   2  24  12  -4.50  -40.60  0.17E-10
2020   2  24  12  -4.45  -40.60  0.13E-10
2020   2  24  12  -4.40  -40.60  0.21E-11
2020   2  24  12  -4.55  -40.55  0.12E-10
2020   2  24  12  -4.50  -40.55  0.23E-10
2020   2  24  12  -4.45  -40.55  0.91E-11
2020   2  24  12  -4.40  -40.55  0.79E-11
2020   2  24  12  -4.55  -40.50  0.48E-12
2020   2  24  12  -4.50  -40.50  0.21E-10
2020   2  24  12  -4.45  -40.50  0.86E-11
2020   2  24  12  -4.40  -40.50  0.12E-10
2020   2  24  12  -4.50  -40.45  0.28E-10
2020   2  24  12  -4.45  -40.45  0.14E-10
2020   2  24  12  -4.40  -40.45  0.88E-11
2020   2  24  12  -4.50  -40.40  0.38E-10
2020   2  24  12  -4.45  -40.40  0.12E-10
2020   2  24  12  -4.40  -40.40  0.10E-10
2020   2  24  12  -4.50  -40.35  0.19E-10
2020   2  24  12  -4.45  -40.35  0.21E-10
2020   2  24  12  -4.40  -40.35  0.16E-10
2020   2  24  12  -4.35  -40.35  0.25E-11
2020   2  24  12  -4.50  -40.30  0.15E-11
2020   2  24  12  -4.45  -40.30  0.36E-10
2020   2  24  12  -4.40  -40.30  0.12E-10
2020   2  24  12  -4.35  -40.30  0.42E-11
2020   2  24  12  -4.45  -40.25  0.40E-10
2020   2  24  12  -4.40  -40.25  0.14E-10
2020   2  24  12  -4.35  -40.25  0.55E-11
2020   2  24  12  -4.45  -40.20  0.46E-10
2020   2  24  12  -4.40  -40.20  0.22E-10
2020   2  24  12  -4.35  -40.20  0.89E-11
2020   2  24  12  -4.45  -40.15  0.37E-10
