YEAR  MO  DA  HR    LAT     LON Rn2200010
2021   1   6  12  -4.90  -41.45  0.83E-12
2021   1   6  12  -4.95  -41.40  0.83E-12
2021   1   6  12  -4.90  -41.40  0.17E-11
2021   1   6  12  -4.85  -41.40  0.83E-12
2021   1   6  12  -4.95  -41.35  0.25E-11
2021   1   6  12  -4.90  -41.35  0.21E-11
2021   1   6  12  -4.85  -41.35  0.17E-11
2021   1   6  12  -4.80  -41.35  0.48E-12
2021   1   6  12  -4.95  -41.30  0.83E-12
2021   1   6  12  -4.90  -41.30  0.25E-11
2021   1   6  12  -4.85  -41.30  0.27E-11
2021   1   6  12  -4.80  -41.30  0.48E-12
2021   1   6  12  -4.95  -41.25  0.12E-11
2021   1   6  12  -4.90  -41.25  0.25E-11
2021   1   6  12  -4.85  -41.25  0.45E-11
2021   1   6  12  -4.80  -41.25  0.19E-11
2021   1   6  12  -4.75  -41.25  0.47E-12
2021   1   6  12  -4.95  -41.20  0.83E-12
2021   1   6  12  -4.90  -41.20  0.55E-11
2021   1   6  12  -4.85  -41.20  0.24E-11
2021   1   6  12  -4.80  -41.20  0.19E-11
2021   1   6  12  -4.75  -41.20  0.19E-11
2021   1   6  12  -4.70  -41.20  0.47E-12
2021   1   6  12  -4.65  -41.20  0.47E-12
2021   1   6  12  -4.95  -41.15  0.17E-11
2021   1   6  12  -4.90  -41.15  0.42E-12
2021   1   6  12  -4.85  -41.15  0.57E-11
2021   1   6  12  -4.80  -41.15  0.56E-11
2021   1   6  12  -4.75  -41.15  0.41E-11
2021   1   6  12  -4.70  -41.15  0.28E-11
2021   1   6  12  -4.65  -41.15  0.47E-12
2021   1   6  12  -4.90  -41.10  0.84E-12
2021   1   6  12  -4.85  -41.10  0.50E-11
2021   1   6  12  -4.80  -41.10  0.68E-11
2021   1   6  12  -4.75  -41.10  0.51E-11
2021   1   6  12  -4.70  -41.10  0.38E-11
2021   1   6  12  -4.65  -41.10  0.94E-12
2021   1   6  12  -4.90  -41.05  0.20E-11
2021   1   6  12  -4.85  -41.05  0.31E-11
2021   1   6  12  -4.80  -41.05  0.72E-11
2021   1   6  12  -4.75  -41.05  0.74E-11
2021   1   6  12  -4.70  -41.05  0.46E-11
2021   1   6  12  -4.65  -41.05  0.94E-12
2021   1   6  12  -4.90  -41.00  0.17E-11
2021   1   6  12  -4.85  -41.00  0.26E-11
2021   1   6  12  -4.80  -41.00  0.63E-11
2021   1   6  12  -4.75  -41.00  0.51E-11
2021   1   6  12  -4.70  -41.00  0.73E-11
2021   1   6  12  -4.65  -41.00  0.33E-11
