YEAR  MO  DA  HR    LAT     LON Rn2200005
2020  10  16  12 -22.28  -48.09  0.74E-12
2020  10  16  12 -22.43  -47.99  0.83E-12
2020  10  16  12 -22.43  -47.94  0.75E-12
2020  10  16  12 -22.38  -47.94  0.75E-12
2020  10  16  12 -22.28  -47.89  0.75E-12
2020  10  16  12 -22.73  -47.84  0.76E-12
2020  10  16  12 -22.63  -47.84  0.84E-12
2020  10  16  12 -22.48  -47.84  0.76E-12
2020  10  16  12 -22.43  -47.84  0.24E-11
2020  10  16  12 -22.53  -47.79  0.84E-12
2020  10  16  12 -22.48  -47.79  0.76E-12
2020  10  16  12 -22.58  -47.74  0.76E-12
2020  10  16  12 -22.48  -47.74  0.87E-12
2020  10  16  12 -22.33  -47.74  0.17E-11
2020  10  16  12 -22.58  -47.69  0.12E-11
2020  10  16  12 -22.53  -47.69  0.84E-12
2020  10  16  12 -22.48  -47.69  0.84E-12
2020  10  16  12 -22.38  -47.69  0.86E-12
2020  10  16  12 -22.73  -47.64  0.46E-12
2020  10  16  12 -22.68  -47.64  0.46E-12
2020  10  16  12 -22.63  -47.64  0.46E-12
2020  10  16  12 -22.58  -47.64  0.87E-12
2020  10  16  12 -22.48  -47.64  0.87E-12
2020  10  16  12 -22.68  -47.59  0.17E-11
2020  10  16  12 -22.63  -47.59  0.87E-12
2020  10  16  12 -22.58  -47.59  0.12E-11
2020  10  16  12 -22.53  -47.59  0.17E-11
2020  10  16  12 -22.68  -47.54  0.88E-12
2020  10  16  12 -22.63  -47.54  0.92E-12
2020  10  16  12 -22.58  -47.54  0.17E-11
2020  10  16  12 -22.48  -47.54  0.87E-12
2020  10  16  12 -22.83  -47.49  0.88E-12
2020  10  16  12 -22.73  -47.49  0.51E-12
2020  10  16  12 -22.68  -47.49  0.46E-12
2020  10  16  12 -22.63  -47.49  0.85E-12
2020  10  16  12 -22.73  -47.44  0.14E-11
2020  10  16  12 -22.68  -47.44  0.23E-11
2020  10  16  12 -22.63  -47.44  0.51E-12
2020  10  16  12 -22.78  -47.39  0.28E-11
2020  10  16  12 -22.73  -47.39  0.19E-11
2020  10  16  12 -22.68  -47.39  0.51E-12
2020  10  16  12 -22.63  -47.39  0.88E-12
2020  10  16  12 -22.88  -47.34  0.98E-12
2020  10  16  12 -22.83  -47.34  0.23E-11
2020  10  16  12 -22.78  -47.34  0.27E-11
2020  10  16  12 -22.73  -47.34  0.10E-11
2020  10  16  12 -22.68  -47.34  0.46E-12
2020  10  16  12 -22.63  -47.34  0.88E-12
2020  10  16  12 -22.93  -47.29  0.53E-12
2020  10  16  12 -22.88  -47.29  0.14E-11
2020  10  16  12 -22.83  -47.29  0.18E-11
2020  10  16  12 -22.78  -47.29  0.26E-11
2020  10  16  12 -22.73  -47.29  0.88E-12
2020  10  16  12 -22.68  -47.29  0.51E-12
2020  10  16  12 -22.58  -47.29  0.88E-12
2020  10  16  12 -22.93  -47.24  0.47E-12
2020  10  16  12 -22.88  -47.24  0.30E-11
2020  10  16  12 -22.83  -47.24  0.19E-11
2020  10  16  12 -22.78  -47.24  0.13E-11
2020  10  16  12 -22.98  -47.19  0.14E-11
2020  10  16  12 -22.93  -47.19  0.21E-11
2020  10  16  12 -22.88  -47.19  0.98E-12
2020  10  16  12 -22.83  -47.19  0.28E-11
2020  10  16  12 -22.73  -47.19  0.88E-12
2020  10  16  12 -22.58  -47.19  0.88E-12
2020  10  16  12 -22.98  -47.14  0.21E-11
2020  10  16  12 -22.93  -47.14  0.16E-11
2020  10  16  12 -22.88  -47.14  0.52E-12
2020  10  16  12 -22.83  -47.14  0.40E-11
2020  10  16  12 -23.03  -47.09  0.27E-11
2020  10  16  12 -22.98  -47.09  0.43E-11
2020  10  16  12 -22.93  -47.09  0.28E-11
2020  10  16  12 -22.83  -47.09  0.86E-12
2020  10  16  12 -23.03  -47.04  0.16E-11
2020  10  16  12 -22.98  -47.04  0.19E-11
2020  10  16  12 -22.83  -47.04  0.86E-12
2020  10  16  12 -23.13  -46.99  0.17E-11
2020  10  16  12 -23.08  -46.99  0.18E-11
2020  10  16  12 -23.03  -46.99  0.85E-12
2020  10  16  12 -22.98  -46.99  0.17E-11
2020  10  16  12 -22.88  -46.99  0.17E-11
2020  10  16  12 -23.18  -46.94  0.13E-11
2020  10  16  12 -23.13  -46.94  0.29E-11
2020  10  16  12 -23.08  -46.94  0.48E-11
2020  10  16  12 -23.03  -46.94  0.14E-11
2020  10  16  12 -23.23  -46.89  0.14E-11
2020  10  16  12 -23.18  -46.89  0.50E-11
2020  10  16  12 -23.13  -46.89  0.32E-11
2020  10  16  12 -23.08  -46.89  0.14E-11
2020  10  16  12 -23.28  -46.84  0.23E-11
2020  10  16  12 -23.23  -46.84  0.66E-11
2020  10  16  12 -23.18  -46.84  0.52E-11
2020  10  16  12 -23.13  -46.84  0.53E-12
2020  10  16  12 -23.33  -46.79  0.24E-11
2020  10  16  12 -23.28  -46.79  0.41E-11
2020  10  16  12 -23.23  -46.79  0.50E-11
2020  10  16  12 -23.18  -46.79  0.11E-11
2020  10  16  12 -23.13  -46.79  0.17E-11
2020  10  16  12 -23.43  -46.74  0.96E-12
2020  10  16  12 -23.38  -46.74  0.35E-11
2020  10  16  12 -23.33  -46.74  0.48E-11
2020  10  16  12 -23.28  -46.74  0.34E-11
2020  10  16  12 -23.23  -46.74  0.31E-11
2020  10  16  12 -23.08  -46.74  0.86E-12
2020  10  16  12 -23.48  -46.69  0.96E-12
2020  10  16  12 -23.43  -46.69  0.51E-11
2020  10  16  12 -23.38  -46.69  0.74E-11
2020  10  16  12 -23.33  -46.69  0.40E-11
2020  10  16  12 -23.28  -46.69  0.26E-11
2020  10  16  12 -23.53  -46.64  0.20E-11
2020  10  16  12 -23.48  -46.64  0.11E-10
2020  10  16  12 -23.43  -46.64  0.31E-11
2020  10  16  12 -23.38  -46.64  0.23E-11
2020  10  16  12 -23.33  -46.64  0.17E-11
2020  10  16  12 -23.58  -46.59  0.76E-11
2020  10  16  12 -23.53  -46.59  0.13E-10
2020  10  16  12 -23.48  -46.59  0.52E-11
2020  10  16  12 -23.43  -46.59  0.40E-11
2020  10  16  12 -23.38  -46.59  0.87E-12
2020  10  16  12 -23.68  -46.54  0.97E-12
2020  10  16  12 -23.63  -46.54  0.14E-10
2020  10  16  12 -23.58  -46.54  0.11E-10
2020  10  16  12 -23.53  -46.54  0.38E-11
2020  10  16  12 -23.48  -46.54  0.88E-12
2020  10  16  12 -23.43  -46.54  0.87E-12
2020  10  16  12 -23.38  -46.54  0.18E-11
2020  10  16  12 -23.78  -46.49  0.24E-12
2020  10  16  12 -23.73  -46.49  0.75E-11
2020  10  16  12 -23.68  -46.49  0.35E-10
2020  10  16  12 -23.63  -46.49  0.15E-10
2020  10  16  12 -23.58  -46.49  0.64E-11
2020  10  16  12 -23.48  -46.49  0.89E-12
2020  10  16  12 -23.38  -46.49  0.18E-11
2020  10  16  12 -23.78  -46.44  0.46E-10
2020  10  16  12 -23.73  -46.44  0.38E-10
2020  10  16  12 -23.68  -46.44  0.54E-11
2020  10  16  12 -23.63  -46.44  0.18E-11
2020  10  16  12 -23.58  -46.44  0.18E-11
2020  10  16  12 -23.83  -46.39  0.23E-10
2020  10  16  12 -23.78  -46.39  0.62E-10
2020  10  16  12 -23.73  -46.39  0.91E-12
2020  10  17   0 -21.48  -50.44  0.90E-12
2020  10  17   0 -21.53  -50.39  0.91E-12
2020  10  17   0 -21.53  -50.34  0.45E-12
2020  10  17   0 -21.58  -50.29  0.46E-12
2020  10  17   0 -21.43  -50.29  0.41E-12
2020  10  17   0 -21.78  -50.19  0.41E-12
2020  10  17   0 -20.93  -50.09  0.45E-12
2020  10  17   0 -21.83  -50.04  0.42E-12
2020  10  17   0 -21.18  -50.04  0.41E-12
2020  10  17   0 -21.03  -50.04  0.46E-12
2020  10  17   0 -21.43  -49.99  0.87E-12
2020  10  17   0 -21.33  -49.99  0.46E-12
2020  10  17   0 -21.83  -49.94  0.46E-12
2020  10  17   0 -21.18  -49.94  0.46E-12
2020  10  17   0 -21.13  -49.94  0.41E-12
2020  10  17   0 -20.88  -49.94  0.41E-12
2020  10  17   0 -21.68  -49.89  0.41E-12
2020  10  17   0 -21.48  -49.89  0.47E-12
2020  10  17   0 -21.18  -49.89  0.82E-12
2020  10  17   0 -20.98  -49.89  0.82E-12
2020  10  17   0 -20.83  -49.89  0.41E-12
2020  10  17   0 -21.98  -49.84  0.42E-12
2020  10  17   0 -21.53  -49.79  0.47E-12
2020  10  17   0 -21.43  -49.79  0.83E-12
2020  10  17   0 -21.18  -49.79  0.46E-12
2020  10  17   0 -21.78  -49.69  0.42E-12
2020  10  17   0 -21.73  -49.69  0.96E-12
2020  10  17   0 -21.53  -49.69  0.48E-12
2020  10  17   0 -21.38  -49.64  0.48E-12
2020  10  17   0 -21.93  -49.59  0.42E-12
2020  10  17   0 -20.73  -49.59  0.47E-12
2020  10  17   0 -21.88  -49.54  0.93E-12
2020  10  17   0 -21.83  -49.54  0.47E-12
2020  10  17   0 -21.63  -49.54  0.47E-12
2020  10  17   0 -21.48  -49.54  0.46E-12
2020  10  17   0 -21.43  -49.54  0.48E-12
2020  10  17   0 -21.38  -49.54  0.46E-12
2020  10  17   0 -21.33  -49.54  0.46E-12
2020  10  17   0 -21.28  -49.54  0.42E-12
2020  10  17   0 -21.18  -49.54  0.48E-12
2020  10  17   0 -21.38  -49.49  0.42E-12
2020  10  17   0 -21.18  -49.49  0.45E-12
2020  10  17   0 -21.38  -49.44  0.47E-12
2020  10  17   0 -21.28  -49.44  0.47E-12
2020  10  17   0 -21.23  -49.44  0.48E-12
2020  10  17   0 -21.18  -49.44  0.47E-12
2020  10  17   0 -21.73  -49.39  0.48E-12
2020  10  17   0 -21.53  -49.39  0.89E-12
2020  10  17   0 -21.33  -49.39  0.46E-12
2020  10  17   0 -21.28  -49.39  0.48E-12
2020  10  17   0 -21.18  -49.39  0.95E-12
2020  10  17   0 -21.13  -49.39  0.46E-12
2020  10  17   0 -21.78  -49.34  0.47E-12
2020  10  17   0 -21.73  -49.34  0.47E-12
2020  10  17   0 -21.63  -49.34  0.48E-12
2020  10  17   0 -21.33  -49.34  0.48E-12
2020  10  17   0 -21.83  -49.29  0.90E-12
2020  10  17   0 -21.58  -49.29  0.47E-12
2020  10  17   0 -21.53  -49.29  0.42E-12
2020  10  17   0 -21.48  -49.29  0.47E-12
