YEAR  MO  DA  HR    LAT     LON Rn2200010
2020   6  26  12 -20.40  -48.30  0.34E-11
2020   6  26  12 -20.45  -48.25  0.25E-11
2020   6  26  12 -20.40  -48.25  0.11E-10
2020   6  26  12 -20.35  -48.25  0.18E-10
2020   6  26  12 -20.30  -48.25  0.87E-12
2020   6  26  12 -20.45  -48.20  0.57E-11
2020   6  26  12 -20.40  -48.20  0.58E-11
2020   6  26  12 -20.35  -48.20  0.21E-10
2020   6  26  12 -20.30  -48.20  0.31E-10
2020   6  26  12 -20.25  -48.20  0.26E-11
2020   6  26  12 -20.45  -48.15  0.22E-11
2020   6  26  12 -20.40  -48.15  0.10E-10
2020   6  26  12 -20.35  -48.15  0.75E-11
2020   6  26  12 -20.30  -48.15  0.29E-10
2020   6  26  12 -20.25  -48.15  0.24E-10
2020   6  26  12 -20.40  -48.10  0.23E-11
2020   6  26  12 -20.35  -48.10  0.13E-10
2020   6  26  12 -20.30  -48.10  0.11E-10
2020   6  26  12 -20.25  -48.10  0.37E-10
2020   6  26  12 -20.20  -48.10  0.40E-10
2020   6  26  12 -20.35  -48.05  0.10E-10
2020   6  26  12 -20.30  -48.05  0.22E-10
2020   6  26  12 -20.25  -48.05  0.20E-10
2020   6  26  12 -20.20  -48.05  0.46E-10
2020   6  26  12 -20.15  -48.05  0.61E-10
2020   6  26  12 -20.30  -48.00  0.20E-10
2020   6  26  12 -20.25  -48.00  0.35E-10
2020   6  26  12 -20.20  -48.00  0.31E-10
2020   6  26  12 -20.15  -48.00  0.61E-10
2020   6  26  12 -20.10  -48.00  0.67E-10
2020   6  26  12 -20.30  -47.95  0.11E-11
2020   6  26  12 -20.25  -47.95  0.91E-11
2020   6  26  12 -20.20  -47.95  0.27E-10
2020   6  26  12 -20.15  -47.95  0.38E-10
2020   6  26  12 -20.10  -47.95  0.86E-10
2020   6  26  12 -20.05  -47.95  0.15E-09
2020   6  26  12 -20.25  -47.90  0.11E-11
2020   6  26  12 -20.20  -47.90  0.15E-10
2020   6  26  12 -20.15  -47.90  0.36E-10
